구,법정동,층,건축년도,용적률,건폐율,노령화지수,전세가율,소비자물가지수,회사채,지하철역 개수,면적당가격(만원)
도봉구,도봉동,10,1996.0,141.17766153846154,50.91124615384616,3.518465909090909,54.73,106.06,248908.0,4,999.5002498750624
도봉구,도봉동,3,1996.0,141.17766153846154,50.91124615384616,3.4603085553997195,54.26,104.69,358045.0,4,836.6800535475235
도봉구,도봉동,12,1995.0,141.17766153846154,50.91124615384616,3.4603085553997195,54.26,104.69,358045.0,4,824.1111372733694
구로구,구로동,2,1997.0,219.31704375,57.238763392857145,2.3714601769911505,57.77,109.21,271190.0,36,503.4324942791762
구로구,구로동,18,2014.0,219.31704375,57.238763392857145,2.3714601769911505,57.77,109.21,271190.0,36,804.8433048433048
구로구,구로동,15,2014.0,219.31704375,57.238763392857145,2.3714601769911505,57.77,109.21,271190.0,36,819.0883190883192
구로구,구로동,12,2011.0,219.31704375,57.238763392857145,2.3714601769911505,57.77,109.21,271190.0,36,703.5695809622349
구로구,구로동,17,2014.0,219.31704375,57.238763392857145,2.3714601769911505,57.77,109.21,271190.0,36,819.0883190883192
구로구,구로동,2,1996.0,219.31704375,57.238763392857145,2.3714601769911505,57.77,109.21,271190.0,36,532.2862129144852
구로구,구로동,9,2009.0,219.31704375,57.238763392857145,2.3714601769911505,57.77,109.21,271190.0,36,670.8013133583609
구로구,구로동,15,1994.0,219.31704375,57.238763392857145,2.3714601769911505,57.77,109.21,271190.0,36,1187.3515810523684
구로구,구로동,7,1998.0,219.31704375,57.238763392857145,2.3714601769911505,57.77,109.21,271190.0,36,985.663082437276
구로구,구로동,5,1996.0,219.31704375,57.238763392857145,2.3714601769911505,57.77,109.21,271190.0,36,643.9551308683008
구로구,구로동,14,1998.0,219.31704375,57.238763392857145,2.3714601769911505,57.77,109.21,271190.0,36,996.863799283154
구로구,구로동,16,2013.0,219.31704375,57.238763392857145,2.3472100175746924,58.02,108.93,296979.0,36,869.2365835222978
구로구,구로동,5,2013.0,219.31704375,57.238763392857145,2.3472100175746924,58.02,108.93,296979.0,36,778.6357786357787
구로구,구로동,10,1998.0,219.31704375,57.238763392857145,2.3472100175746924,58.02,108.93,296979.0,36,1010.304659498208
구로구,구로동,5,1987.0,219.31704375,57.238763392857145,2.3472100175746924,58.02,108.93,296979.0,36,590.9264201296226
구로구,구로동,3,1984.0,219.31704375,57.238763392857145,2.3472100175746924,58.02,108.93,296979.0,36,577.6794493608653
구로구,구로동,4,1995.0,219.31704375,57.238763392857145,2.3472100175746924,58.02,108.93,296979.0,36,632.3777403035414
구로구,구로동,7,2004.0,219.31704375,57.238763392857145,2.3472100175746924,58.02,108.93,296979.0,36,879.1396381017412
구로구,구로동,5,1997.0,219.31704375,57.238763392857145,2.3472100175746924,58.02,108.93,296979.0,36,690.2761104441777
구로구,구로동,16,2011.0,219.31704375,57.238763392857145,2.3472100175746924,58.02,108.93,296979.0,36,765.6492498706674
구로구,구로동,3,2013.0,219.31704375,57.238763392857145,2.3472100175746924,58.02,108.93,296979.0,36,730.3732303732304
구로구,구로동,2,1995.0,219.31704375,57.238763392857145,2.3472100175746924,58.02,108.93,296979.0,36,604.2654028436018
구로구,구로동,15,2015.0,219.31704375,57.238763392857145,2.3472100175746924,58.02,108.93,296979.0,36,823.1017216544344
구로구,구로동,1,1967.0,219.31704375,57.238763392857145,2.3472100175746924,58.02,108.93,296979.0,36,501.6378100140384
구로구,구로동,3,2013.0,219.31704375,57.238763392857145,2.3472100175746924,58.02,108.93,296979.0,36,589.9705014749262
구로구,구로동,6,2013.0,219.31704375,57.238763392857145,2.3472100175746924,58.02,108.93,296979.0,36,769.2307692307693
구로구,구로동,27,1999.0,219.31704375,57.238763392857145,2.3472100175746924,58.02,108.93,296979.0,36,670.5292624178113
구로구,구로동,19,2012.0,219.31704375,57.238763392857145,2.3472100175746924,58.02,108.93,296979.0,36,750.5910165484632
구로구,구로동,5,1996.0,219.31704375,57.238763392857145,2.3472100175746924,58.02,108.93,296979.0,36,293.7720329024677
구로구,구로동,14,1996.0,219.31704375,57.238763392857145,2.3472100175746924,58.02,108.93,296979.0,36,519.7295388031083
구로구,구로동,20,2015.0,219.31704375,57.238763392857145,2.3472100175746924,58.02,108.93,296979.0,36,816.2425406406475
구로구,구로동,18,2012.0,219.31704375,57.238763392857145,2.3472100175746924,58.02,108.93,296979.0,36,649.1662271270337
구로구,구로동,3,2013.0,219.31704375,57.238763392857145,2.3472100175746924,58.02,108.93,296979.0,36,772.8494623655913
구로구,구로동,18,2014.0,219.31704375,57.238763392857145,2.3472100175746924,58.02,108.93,296979.0,36,854.7008547008547
구로구,구로동,14,2012.0,219.31704375,57.238763392857145,2.331842966194112,57.99,108.62,315675.0,36,721.3765718067506
구로구,구로동,16,2015.0,219.31704375,57.238763392857145,2.331842966194112,57.99,108.62,315675.0,36,823.1017216544344
구로구,구로동,8,1989.0,219.31704375,57.238763392857145,2.331842966194112,57.99,108.62,315675.0,36,1027.488657592741
구로구,구로동,4,2012.0,219.31704375,57.238763392857145,2.331842966194112,57.99,108.62,315675.0,36,777.8510217534608
구로구,구로동,16,2012.0,219.31704375,57.238763392857145,2.331842966194112,57.99,108.62,315675.0,36,1122.1945137157109
구로구,구로동,20,1998.0,219.31704375,57.238763392857145,2.331842966194112,57.99,108.62,315675.0,36,1107.7508960573475
구로구,구로동,7,2002.0,219.31704375,57.238763392857145,2.331842966194112,57.99,108.62,315675.0,36,472.4409448818898
구로구,구로동,17,2012.0,219.31704375,57.238763392857145,2.331842966194112,57.99,108.62,315675.0,36,634.1005166744951
구로구,구로동,4,1997.0,219.31704375,57.238763392857145,2.331842966194112,57.99,108.62,315675.0,36,605.8800158919348
구로구,구로동,12,2011.0,219.31704375,57.238763392857145,2.331842966194112,57.99,108.62,315675.0,36,920.5729646131751
구로구,구로동,5,2006.0,219.31704375,57.238763392857145,2.331842966194112,57.99,108.62,315675.0,36,930.0135381717582
구로구,구로동,2,2013.0,219.31704375,57.238763392857145,2.331842966194112,57.99,108.62,315675.0,36,641.025641025641
구로구,구로동,2,2012.0,219.31704375,57.238763392857145,2.331842966194112,57.99,108.62,315675.0,36,770.2182284980745
구로구,구로동,2,1996.0,219.31704375,57.238763392857145,2.331842966194112,57.99,108.62,315675.0,36,673.3091787439614
구로구,구로동,16,2012.0,219.31704375,57.238763392857145,2.331842966194112,57.99,108.62,315675.0,36,720.0538358008075
구로구,구로동,13,2011.0,219.31704375,57.238763392857145,2.331842966194112,57.99,108.62,315675.0,36,736.4583716905402
구로구,구로동,19,2015.0,219.31704375,57.238763392857145,2.331842966194112,57.99,108.62,315675.0,36,809.3833596268605
구로구,구로동,14,2011.0,219.31704375,57.238763392857145,2.331842966194112,57.99,108.62,315675.0,36,739.7827211588206
구로구,구로동,4,2016.0,219.31704375,57.238763392857145,2.2976306394027914,57.86,108.74,294210.0,36,838.5542168674699
구로구,구로동,18,2022.0,219.31704375,57.238763392857145,2.2976306394027914,57.86,108.74,294210.0,36,972.0781810929398
구로구,구로동,15,2015.0,219.31704375,57.238763392857145,2.2976306394027914,57.86,108.74,294210.0,36,617.3262912408259
구로구,구로동,12,2011.0,219.31704375,57.238763392857145,2.2976306394027914,57.86,108.74,294210.0,36,828.5156681518578
구로구,구로동,1,1995.0,219.31704375,57.238763392857145,2.2976306394027914,57.86,108.74,294210.0,36,566.8934240362812
구로구,구로동,2,1997.0,219.31704375,57.238763392857145,2.2976306394027914,57.86,108.74,294210.0,36,497.5788946401736
구로구,구로동,12,2011.0,219.31704375,57.238763392857145,2.2976306394027914,57.86,108.74,294210.0,36,750.1293326435593
구로구,구로동,6,2012.0,219.31704375,57.238763392857145,2.2976306394027914,57.86,108.74,294210.0,36,785.1758793969849
구로구,구로동,5,1996.0,219.31704375,57.238763392857145,2.2976306394027914,57.86,108.74,294210.0,36,590.2192242833053
구로구,구로동,12,2002.0,219.31704375,57.238763392857145,2.2976306394027914,57.86,108.74,294210.0,36,488.0352644836272
구로구,구로동,16,2011.0,219.31704375,57.238763392857145,2.2976306394027914,57.86,108.74,294210.0,36,713.4440475752108
구로구,구로동,5,2000.0,219.31704375,57.238763392857145,2.2976306394027914,57.86,108.74,294210.0,36,1231.2949216448685
구로구,구로동,3,1999.0,219.31704375,57.238763392857145,2.2976306394027914,57.86,108.74,294210.0,36,766.5832290362954
구로구,구로동,2,2016.0,219.31704375,57.238763392857145,2.2976306394027914,57.86,108.74,294210.0,36,882.9174664107486
구로구,구로동,5,1996.0,219.31704375,57.238763392857145,2.2976306394027914,57.86,108.74,294210.0,36,568.6886708296164
구로구,구로동,18,2011.0,219.31704375,57.238763392857145,2.2976306394027914,57.86,108.74,294210.0,36,475.2376188094048
구로구,구로동,5,1999.0,219.31704375,57.238763392857145,2.2976306394027914,57.86,108.74,294210.0,36,682.1026282853567
구로구,구로동,15,2015.0,219.31704375,57.238763392857145,2.2976306394027914,57.86,108.74,294210.0,36,788.8058165854997
구로구,구로동,3,1997.0,219.31704375,57.238763392857145,2.2976306394027914,57.86,108.74,294210.0,36,597.3715651135007
구로구,구로동,3,2002.0,219.31704375,57.238763392857145,2.2976306394027914,57.86,108.74,294210.0,36,568.0224403927069
구로구,구로동,1,1996.0,219.31704375,57.238763392857145,2.2976306394027914,57.86,108.74,294210.0,36,484.2105263157895
구로구,구로동,15,2012.0,219.31704375,57.238763392857145,2.2976306394027914,57.86,108.74,294210.0,36,661.3380938856657
구로구,구로동,3,1961.0,219.31704375,57.238763392857145,2.2976306394027914,57.86,108.74,294210.0,36,589.4962486602358
구로구,구로동,15,2013.0,219.31704375,57.238763392857145,2.2976306394027914,57.86,108.74,294210.0,36,827.6643990929705
구로구,구로동,16,2012.0,219.31704375,57.238763392857145,2.2976306394027914,57.86,108.74,294210.0,36,673.3167082294265
구로구,구로동,10,1985.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,1652.4105754276827
구로구,구로동,12,2003.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,888.0446396770747
구로구,구로동,17,2012.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,628.879782529314
구로구,구로동,12,2011.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,688.0496637351268
구로구,구로동,5,2020.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,1014.194610162518
구로구,구로동,8,2020.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,1113.816189896531
구로구,구로동,10,2006.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,1409.9783080260302
구로구,구로동,4,1984.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,725.1950335128007
구로구,구로동,25,1998.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,1176.0752688172042
구로구,구로동,11,2002.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,466.1417322834646
구로구,구로동,16,2002.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,507.2463768115943
구로구,구로동,4,2007.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,1459.1245252848291
구로구,구로동,6,2014.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,856.6853482786229
구로구,구로동,2,2000.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,681.6917084028937
구로구,구로동,5,1997.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,630.6802533737263
구로구,구로동,19,2014.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,804.8289738430583
구로구,구로동,15,2015.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,617.3262912408259
구로구,구로동,8,1988.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,898.6638287808917
구로구,구로동,16,2011.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,635.3176588294148
구로구,구로동,5,2012.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,694.4444444444445
구로구,구로동,2,2013.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,608.974358974359
구로구,구로동,9,1984.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,734.7611202635915
구로구,구로동,20,2004.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,1401.885234622265
구로구,구로동,14,2014.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,811.5358819584171
구로구,구로동,17,2014.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,811.5358819584171
구로구,구로동,2,1984.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,824.4589488148403
구로구,구로동,19,2014.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,804.8289738430583
구로구,구로동,4,1992.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,954.0636042402826
구로구,구로동,18,2000.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,1201.8381053375751
구로구,구로동,19,2012.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,673.3167082294265
구로구,구로동,15,1998.0,219.31704375,57.238763392857145,2.2796856496931857,57.76,108.22,301276.0,36,1118.951612903226
